1.003714523315429688e+02,0.000000000000000000e+00,-6.413863525390625000e+02,-6.793963623046875000e+02,1.117684020996093750e+02,0.000000000000000000e+00,-2.228949737548828125e+02,3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672851562500000e+02,-1.131847839355468750e+02,-2.872393188476562500e+02,0.000000000000000000e+00,5.794767456054687500e+02,0.000000000000000000e+00,-1.664212799072265625e+01,0.000000000000000000e+00,-3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.272459411621093750e+01,0.000000000000000000e+00,3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.003714523315429688e+02,0.000000000000000000e+00,-6.413863525390625000e+02,-6.793963623046875000e+02,1.117684020996093750e+02,0.000000000000000000e+00,-2.228949737548828125e+02,3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672851562500000e+02,-1.131847839355468750e+02,-2.872393188476562500e+02,0.000000000000000000e+00,5.794767456054687500e+02,0.000000000000000000e+00,-1.664212799072265625e+01,0.000000000000000000e+00,-3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.272459411621093750e+01,0.000000000000000000e+00,3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.003714523315429688e+02,0.000000000000000000e+00,-6.413863525390625000e+02,-6.793963623046875000e+02,1.117684020996093750e+02,0.000000000000000000e+00,-2.228949737548828125e+02,3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672851562500000e+02,-1.131847839355468750e+02,-2.872393188476562500e+02,0.000000000000000000e+00,5.794767456054687500e+02,0.000000000000000000e+00,-1.664212799072265625e+01,0.000000000000000000e+00,-3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.272459411621093750e+01,0.000000000000000000e+00,3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.003714523315429688e+02,0.000000000000000000e+00,-6.413863525390625000e+02,-6.793963623046875000e+02,1.117684020996093750e+02,0.000000000000000000e+00,-2.228949737548828125e+02,3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672851562500000e+02,-1.131847839355468750e+02,-2.872393188476562500e+02,0.000000000000000000e+00,5.794767456054687500e+02,0.000000000000000000e+00,-1.664212799072265625e+01,0.000000000000000000e+00,-3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.272459411621093750e+01,0.000000000000000000e+00,3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003714523315429688e+02,0.000000000000000000e+00,6.413863525390625000e+02,6.793963623046875000e+02,-1.117684020996093750e+02,0.000000000000000000e+00,2.228949737548828125e+02,-3.401510009765625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672851562500000e+02,1.131847839355468750e+02,2.872393188476562500e+02,0.000000000000000000e+00,-5.794767456054687500e+02,0.000000000000000000e+00,1.664212799072265625e+01,0.000000000000000000e+00,3.937886657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.272459411621093750e+01,0.000000000000000000e+00,-3.195713043212890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
